id_polo,sg_uf_polo,no_municipio_polo,nome_polo,polo_conceito,id_ies,ies_uf,sg_ies,ies_organizacao_academica,no_curso,tipo_curso,no_chamada_curso,qt_alunos_ativo
744,PR,UMUARAMA,UMUARAMA - JARDIM SAO FERNANDES,AA,21,PR,UEM,Universidade,PEDAGOGIA,LICENCIATURA,UAB,50
177,PR,PARANAVAI,PARANAVAI - JARDIM SANTOS DUMOND,AA,21,PR,UEM,Universidade,PEDAGOGIA,LICENCIATURA,UAB,49
595,PR,NOVA SANTA ROSA,NOVA SANTA ROSA - CENTRO,FR,21,PR,UEM,Universidade,PEDAGOGIA,LICENCIATURA,UAB,48
527,PR,JACAREZINHO,JACAREZINHO - CENTRO,AA,21,PR,UEM,Universidade,PEDAGOGIA,LICENCIATURA,UAB,48
516,PR,ITAMBE,ITAMBE - PARQUE INDUSTRIAL,AA,21,PR,UEM,Universidade,PEDAGOGIA,LICENCIATURA,UAB,46
455,PR,ENGENHEIRO BELTRAO,ENGENHEIRO BELTRAO - CENTRO,AA,21,PR,UEM,Universidade,PEDAGOGIA,LICENCIATURA,UAB,49
478,PR,GOIOERE,GOIOERE - CENTRO,AA,21,PR,UEM,Universidade,CIENCIAS BIOLOGICAS,LICENCIATURA,UAB,11
744,PR,UMUARAMA,UMUARAMA - JARDIM SAO FERNANDES,AA,21,PR,UEM,Universidade,CIENCIAS BIOLOGICAS,LICENCIATURA,UAB,23
174,PR,NOVA LONDRINA,NOVA LONDRINA - CENTRO,AA,21,PR,UEM,Universidade,CIENCIAS BIOLOGICAS,LICENCIATURA,UAB,15
713,PR,SARANDI,SARANDI - JARDIM INDEPENDENCIA III PARTE,AA,21,PR,UEM,Universidade,CIENCIAS BIOLOGICAS,LICENCIATURA,UAB,40
848,PR,DIAMANTE DO NORTE,DIAMANTE DO NORTE - CRN UEM,AA,21,PR,UEM,Universidade,CIENCIAS BIOLOGICAS,LICENCIATURA,UAB,26
170,PR,CIDADE GAUCHA,CIDADE GAUCHA - RODOVIA,AA,21,PR,UEM,Universidade,CIENCIAS BIOLOGICAS,LICENCIATURA,UAB,6
169,PR,ASTORGA,ASTORGA - VILA SAMUEL,AA,21,PR,UEM,Universidade,CIENCIAS BIOLOGICAS,LICENCIATURA,UAB,10
318,PR,ASSAI,ASSAI - CENTRO,AA,21,PR,UEM,Universidade,CIENCIAS BIOLOGICAS,LICENCIATURA,UAB,29
744,PR,UMUARAMA,UMUARAMA - JARDIM SAO FERNANDES,AA,21,PR,UEM,Universidade,FISICA,LICENCIATURA,UAB,29
478,PR,GOIOERE,GOIOERE - CENTRO,AA,21,PR,UEM,Universidade,FISICA,LICENCIATURA,UAB,13
340,PR,BELA VISTA DO PARAISO,BELA VISTA DO PARAISO - CENTRO,AA,21,PR,UEM,Universidade,FISICA,LICENCIATURA,UAB,12
318,PR,ASSAI,ASSAI - CENTRO,AA,21,PR,UEM,Universidade,FISICA,LICENCIATURA,UAB,7
527,PR,JACAREZINHO,JACAREZINHO - CENTRO,AA,21,PR,UEM,Universidade,FISICA,LICENCIATURA,UAB,9
170,PR,CIDADE GAUCHA,CIDADE GAUCHA - RODOVIA,AA,21,PR,UEM,Universidade,FISICA,LICENCIATURA,UAB,8
713,PR,SARANDI,SARANDI - JARDIM INDEPENDENCIA III PARTE,AA,21,PR,UEM,Universidade,PEDAGOGIA - COMPLEMENTACAO,FORMAÇÃO PEDAGÓGICA,UAB,24
872,PR,UBIRATA,UBIRATA - JARDIM SAO PAULO,FR,21,PR,UEM,Universidade,PEDAGOGIA - COMPLEMENTACAO,FORMAÇÃO PEDAGÓGICA,UAB,17
172,PR,FOZ DO IGUACU,FOZ DO IGUACU - PARQUE TECNOLOGICO ITAIPU,AA,21,PR,UEM,Universidade,PEDAGOGIA - COMPLEMENTACAO,FORMAÇÃO PEDAGÓGICA,UAB,29
852,PR,CEU AZUL,CEU AZUL - CENTRO,AA,21,PR,UEM,Universidade,PEDAGOGIA - COMPLEMENTACAO,FORMAÇÃO PEDAGÓGICA,UAB,37
744,PR,UMUARAMA,UMUARAMA - JARDIM SAO FERNANDES,AA,21,PR,UEM,Universidade,PEDAGOGIA - COMPLEMENTACAO,FORMAÇÃO PEDAGÓGICA,UAB,29
463,PR,FLOR DA SERRA DO SUL,FLOR DA SERRA DO SUL - CENTRO,AA,21,PR,UEM,Universidade,PEDAGOGIA - COMPLEMENTACAO,FORMAÇÃO PEDAGÓGICA,UAB,18
177,PR,PARANAVAI,PARANAVAI - JARDIM SANTOS DUMOND,AA,21,PR,UEM,Universidade,PEDAGOGIA - COMPLEMENTACAO,FORMAÇÃO PEDAGÓGICA,UAB,15
318,PR,ASSAI,ASSAI - CENTRO,AA,21,PR,UEM,Universidade,PEDAGOGIA - COMPLEMENTACAO,FORMAÇÃO PEDAGÓGICA,UAB,22
455,PR,ENGENHEIRO BELTRAO,ENGENHEIRO BELTRAO - CENTRO,AA,21,PR,UEM,Universidade,PEDAGOGIA - COMPLEMENTACAO,FORMAÇÃO PEDAGÓGICA,UAB,32
170,PR,CIDADE GAUCHA,CIDADE GAUCHA - RODOVIA,AA,21,PR,UEM,Universidade,PEDAGOGIA - COMPLEMENTACAO,FORMAÇÃO PEDAGÓGICA,UAB,19
304,MA,ANAPURUS,ANAPURUS - AEROPORTO,AA,22,MA,UEMA,Universidade,PEDAGOGIA,LICENCIATURA,UAB,58
314,MA,ARARI,ARARI - CENTRO,AA,22,MA,UEMA,Universidade,PEDAGOGIA,LICENCIATURA,UAB,49
331,MA,BARRA DO CORDA,BARRA DO CORDA - ALTAMIRA,AA,22,MA,UEMA,Universidade,PEDAGOGIA,LICENCIATURA,UAB,129
400,MA,CAXIAS,CAXIAS - CENTRO,AA,22,MA,UEMA,Universidade,PEDAGOGIA,LICENCIATURA,UAB,68
414,MA,COELHO NETO,COELHO NETO - CENTRO,AA,22,MA,UEMA,Universidade,PEDAGOGIA,LICENCIATURA,UAB,26
417,MA,COLINAS,COLINAS - CENTRO,FR,22,MA,UEMA,Universidade,PEDAGOGIA,LICENCIATURA,UAB,20
448,MA,DOM PEDRO,DOM PEDRO - CENTRO,AA,22,MA,UEMA,Universidade,PEDAGOGIA,LICENCIATURA,UAB,7
480,MA,GRAJAU,GRAJAU - TREZIDELA,AA,22,MA,UEMA,Universidade,PEDAGOGIA,LICENCIATURA,UAB,17
83,MA,IMPERATRIZ,IMPERATRIZ - PRACA UNIAO,AA,22,MA,UEMA,Universidade,PEDAGOGIA,LICENCIATURA,UAB,29
588,MA,NINA RODRIGUES,NINA RODRIGUES - CENTRO,AA,22,MA,UEMA,Universidade,PEDAGOGIA,LICENCIATURA,UAB,39
84,MA,PORTO FRANCO,PORTO FRANCO - VILA SAO FRANCISCO,AA,22,MA,UEMA,Universidade,PEDAGOGIA,LICENCIATURA,UAB,33
669,MA,SANTA INES,SANTA INES - SABBAK,AA,22,MA,UEMA,Universidade,PEDAGOGIA,LICENCIATURA,UAB,47
677,MA,SANTA QUITERIA DO MARANHAO,SANTA QUITERIA DO MARANHAO - MUTIRAO,AA,22,MA,UEMA,Universidade,PEDAGOGIA,LICENCIATURA,UAB,45
683,MA,SANTO ANTONIO DOS LOPES,SANTO ANTONIO DOS LOPES - CENTRO,FR,22,MA,UEMA,Universidade,PEDAGOGIA,LICENCIATURA,UAB,5
696,MA,SAO JOAO DOS PATOS,SAO JOAO DOS PATOS - SAO RAIMUNDO,AA,22,MA,UEMA,Universidade,PEDAGOGIA,LICENCIATURA,UAB,28
733,MA,TIMBIRAS,TIMBIRAS - CENTRO,AA,22,MA,UEMA,Universidade,PEDAGOGIA,LICENCIATURA,UAB,14
304,MA,ANAPURUS,ANAPURUS - AEROPORTO,AA,22,MA,UEMA,Universidade,FILOSOFIA,LICENCIATURA,UAB,13
314,MA,ARARI,ARARI - CENTRO,AA,22,MA,UEMA,Universidade,FILOSOFIA,LICENCIATURA,UAB,15
414,MA,COELHO NETO,COELHO NETO - CENTRO,AA,22,MA,UEMA,Universidade,FILOSOFIA,LICENCIATURA,UAB,26
417,MA,COLINAS,COLINAS - CENTRO,FR,22,MA,UEMA,Universidade,FILOSOFIA,LICENCIATURA,UAB,37
448,MA,DOM PEDRO,DOM PEDRO - CENTRO,AA,22,MA,UEMA,Universidade,FILOSOFIA,LICENCIATURA,UAB,29
480,MA,GRAJAU,GRAJAU - TREZIDELA,AA,22,MA,UEMA,Universidade,FILOSOFIA,LICENCIATURA,UAB,14
491,MA,HUMBERTO DE CAMPOS,HUMBERTO DE CAMPOS -  BACABEIRA,AA,22,MA,UEMA,Universidade,FILOSOFIA,LICENCIATURA,UAB,32
83,MA,IMPERATRIZ,IMPERATRIZ - PRACA UNIAO,AA,22,MA,UEMA,Universidade,FILOSOFIA,LICENCIATURA,UAB,10
588,MA,NINA RODRIGUES,NINA RODRIGUES - CENTRO,AA,22,MA,UEMA,Universidade,FILOSOFIA,LICENCIATURA,UAB,16
84,MA,PORTO FRANCO,PORTO FRANCO - VILA SAO FRANCISCO,AA,22,MA,UEMA,Universidade,FILOSOFIA,LICENCIATURA,UAB,26
669,MA,SANTA INES,SANTA INES - SABBAK,AA,22,MA,UEMA,Universidade,FILOSOFIA,LICENCIATURA,UAB,20
677,MA,SANTA QUITERIA DO MARANHAO,SANTA QUITERIA DO MARANHAO - MUTIRAO,AA,22,MA,UEMA,Universidade,FILOSOFIA,LICENCIATURA,UAB,10
683,MA,SANTO ANTONIO DOS LOPES,SANTO ANTONIO DOS LOPES - CENTRO,FR,22,MA,UEMA,Universidade,FILOSOFIA,LICENCIATURA,UAB,7
696,MA,SAO JOAO DOS PATOS,SAO JOAO DOS PATOS - SAO RAIMUNDO,AA,22,MA,UEMA,Universidade,FILOSOFIA,LICENCIATURA,UAB,13
733,MA,TIMBIRAS,TIMBIRAS - CENTRO,AA,22,MA,UEMA,Universidade,FILOSOFIA,LICENCIATURA,UAB,15
400,MA,CAXIAS,CAXIAS - CENTRO,AA,22,MA,UEMA,Universidade,FILOSOFIA,LICENCIATURA,UAB,32
393,MA,CAROLINA,CAROLINA - SETOR UNIVERSITARIO,AA,22,MA,UEMA,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,30
83,MA,IMPERATRIZ,IMPERATRIZ - PRACA UNIAO,AA,22,MA,UEMA,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,30
304,MA,ANAPURUS,ANAPURUS - AEROPORTO,AA,22,MA,UEMA,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,30
412,MA,CODO,CODO - SAO BENEDITO,AA,22,MA,UEMA,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,30
414,MA,COELHO NETO,COELHO NETO - CENTRO,AA,22,MA,UEMA,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,30
417,MA,COLINAS,COLINAS - CENTRO,FR,22,MA,UEMA,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,30
491,MA,HUMBERTO DE CAMPOS,HUMBERTO DE CAMPOS -  BACABEIRA,AA,22,MA,UEMA,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,30
677,MA,SANTA QUITERIA DO MARANHAO,SANTA QUITERIA DO MARANHAO - MUTIRAO,AA,22,MA,UEMA,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,30
780,MA,SAO LUIS,SAO LUIS - JARDIM RENASCENCA,AA,22,MA,UEMA,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,30
400,MA,CAXIAS,CAXIAS - CENTRO,AA,22,MA,UEMA,Universidade,FILOSOFIA,LICENCIATURA,UAB,58
491,MA,HUMBERTO DE CAMPOS,HUMBERTO DE CAMPOS -  BACABEIRA,AA,22,MA,UEMA,Universidade,FILOSOFIA,LICENCIATURA,UAB,60
84,MA,PORTO FRANCO,PORTO FRANCO - VILA SAO FRANCISCO,AA,22,MA,UEMA,Universidade,FILOSOFIA,LICENCIATURA,UAB,52
669,MA,SANTA INES,SANTA INES - SABBAK,AA,22,MA,UEMA,Universidade,PEDAGOGIA,LICENCIATURA,UAB,60
400,MA,CAXIAS,CAXIAS - CENTRO,AA,22,MA,UEMA,Universidade,PEDAGOGIA,LICENCIATURA,UAB,60
696,MA,SAO JOAO DOS PATOS,SAO JOAO DOS PATOS - SAO RAIMUNDO,AA,22,MA,UEMA,Universidade,PEDAGOGIA,LICENCIATURA,UAB,60
83,MA,IMPERATRIZ,IMPERATRIZ - PRACA UNIAO,AA,22,MA,UEMA,Universidade,PEDAGOGIA,LICENCIATURA,UAB,60
412,MA,CODO,CODO - SAO BENEDITO,AA,22,MA,UEMA,Universidade,PEDAGOGIA,LICENCIATURA,UAB,60
780,MA,SAO LUIS,SAO LUIS - JARDIM RENASCENCA,AA,22,MA,UEMA,Universidade,PEDAGOGIA,LICENCIATURA,UAB,180
470,MA,FORTALEZA DOS NOGUEIRAS,FORTALEZA DOS NOGUEIRAS - NOVA FORTALEZA,AA,22,MA,UEMA,Universidade,PEDAGOGIA,LICENCIATURA,UAB,60
393,MA,CAROLINA,CAROLINA - SETOR UNIVERSITARIO,AA,22,MA,UEMA,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,18
696,MA,SAO JOAO DOS PATOS,SAO JOAO DOS PATOS - SAO RAIMUNDO,AA,22,MA,UEMA,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,4
480,MA,GRAJAU,GRAJAU - TREZIDELA,AA,22,MA,UEMA,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,14
780,MA,SAO LUIS,SAO LUIS - JARDIM RENASCENCA,AA,22,MA,UEMA,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,30
491,MA,HUMBERTO DE CAMPOS,HUMBERTO DE CAMPOS -  BACABEIRA,AA,22,MA,UEMA,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,33
400,MA,CAXIAS,CAXIAS - CENTRO,AA,22,MA,UEMA,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,39
83,MA,IMPERATRIZ,IMPERATRIZ - PRACA UNIAO,AA,22,MA,UEMA,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,31
470,MA,FORTALEZA DOS NOGUEIRAS,FORTALEZA DOS NOGUEIRAS - NOVA FORTALEZA,AA,22,MA,UEMA,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,39
412,MA,CODO,CODO - SAO BENEDITO,AA,22,MA,UEMA,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,34
414,MA,COELHO NETO,COELHO NETO - CENTRO,AA,22,MA,UEMA,Universidade,GESTAO PUBLICA,ESPECIALIZAÇÃO,PNAP,25
780,MA,SAO LUIS,SAO LUIS - JARDIM RENASCENCA,AA,22,MA,UEMA,Universidade,GESTAO PUBLICA,ESPECIALIZAÇÃO,PNAP,100
733,MA,TIMBIRAS,TIMBIRAS - CENTRO,AA,22,MA,UEMA,Universidade,GESTAO PUBLICA,ESPECIALIZAÇÃO,PNAP,40
696,MA,SAO JOAO DOS PATOS,SAO JOAO DOS PATOS - SAO RAIMUNDO,AA,22,MA,UEMA,Universidade,GESTAO PUBLICA,ESPECIALIZAÇÃO,PNAP,50
669,MA,SANTA INES,SANTA INES - SABBAK,AA,22,MA,UEMA,Universidade,GESTAO PUBLICA,ESPECIALIZAÇÃO,PNAP,65
677,MA,SANTA QUITERIA DO MARANHAO,SANTA QUITERIA DO MARANHAO - MUTIRAO,AA,22,MA,UEMA,Universidade,GESTAO PUBLICA,ESPECIALIZAÇÃO,PNAP,25
414,MA,COELHO NETO,COELHO NETO - CENTRO,AA,22,MA,UEMA,Universidade,PSICOLOGIA DA EDUCACAO,ESPECIALIZAÇÃO,UAB,30
83,MA,IMPERATRIZ,IMPERATRIZ - PRACA UNIAO,AA,22,MA,UEMA,Universidade,PSICOLOGIA DA EDUCACAO,ESPECIALIZAÇÃO,UAB,30
780,MA,SAO LUIS,SAO LUIS - JARDIM RENASCENCA,AA,22,MA,UEMA,Universidade,PSICOLOGIA DA EDUCACAO,ESPECIALIZAÇÃO,UAB,30
733,MA,TIMBIRAS,TIMBIRAS - CENTRO,AA,22,MA,UEMA,Universidade,PSICOLOGIA DA EDUCACAO,ESPECIALIZAÇÃO,UAB,30
448,MA,DOM PEDRO,DOM PEDRO - CENTRO,AA,22,MA,UEMA,Universidade,PSICOLOGIA DA EDUCACAO,ESPECIALIZAÇÃO,UAB,30
480,MA,GRAJAU,GRAJAU - TREZIDELA,AA,22,MA,UEMA,Universidade,PSICOLOGIA DA EDUCACAO,ESPECIALIZAÇÃO,UAB,30
84,MA,PORTO FRANCO,PORTO FRANCO - VILA SAO FRANCISCO,AA,22,MA,UEMA,Universidade,PSICOLOGIA DA EDUCACAO,ESPECIALIZAÇÃO,UAB,30
669,MA,SANTA INES,SANTA INES - SABBAK,AA,22,MA,UEMA,Universidade,PSICOLOGIA DA EDUCACAO,ESPECIALIZAÇÃO,UAB,30
677,MA,SANTA QUITERIA DO MARANHAO,SANTA QUITERIA DO MARANHAO - MUTIRAO,AA,22,MA,UEMA,Universidade,PSICOLOGIA DA EDUCACAO,ESPECIALIZAÇÃO,UAB,30
393,MA,CAROLINA,CAROLINA - SETOR UNIVERSITARIO,AA,22,MA,UEMA,Universidade,PSICOLOGIA DA EDUCACAO,ESPECIALIZAÇÃO,UAB,30
491,MA,HUMBERTO DE CAMPOS,HUMBERTO DE CAMPOS -  BACABEIRA,AA,22,MA,UEMA,Universidade,PSICOLOGIA DA EDUCACAO,ESPECIALIZAÇÃO,UAB,30
696,MA,SAO JOAO DOS PATOS,SAO JOAO DOS PATOS - SAO RAIMUNDO,AA,22,MA,UEMA,Universidade,PSICOLOGIA DA EDUCACAO,ESPECIALIZAÇÃO,UAB,30
412,MA,CODO,CODO - SAO BENEDITO,AA,22,MA,UEMA,Universidade,PSICOLOGIA DA EDUCACAO,ESPECIALIZAÇÃO,UAB,30
400,MA,CAXIAS,CAXIAS - CENTRO,AA,22,MA,UEMA,Universidade,PSICOLOGIA DA EDUCACAO,ESPECIALIZAÇÃO,UAB,30
470,MA,FORTALEZA DOS NOGUEIRAS,FORTALEZA DOS NOGUEIRAS - NOVA FORTALEZA,AA,22,MA,UEMA,Universidade,PSICOLOGIA DA EDUCACAO,ESPECIALIZAÇÃO,UAB,30
491,MA,HUMBERTO DE CAMPOS,HUMBERTO DE CAMPOS -  BACABEIRA,AA,22,MA,UEMA,Universidade,ENSINO DE GENETICA,ESPECIALIZAÇÃO,UAB,30
480,MA,GRAJAU,GRAJAU - TREZIDELA,AA,22,MA,UEMA,Universidade,ENSINO DE GENETICA,ESPECIALIZAÇÃO,UAB,30
780,MA,SAO LUIS,SAO LUIS - JARDIM RENASCENCA,AA,22,MA,UEMA,Universidade,ENSINO DE GENETICA,ESPECIALIZAÇÃO,UAB,30
412,MA,CODO,CODO - SAO BENEDITO,AA,22,MA,UEMA,Universidade,ENSINO DE GENETICA,ESPECIALIZAÇÃO,UAB,30
696,MA,SAO JOAO DOS PATOS,SAO JOAO DOS PATOS - SAO RAIMUNDO,AA,22,MA,UEMA,Universidade,ENSINO DE GENETICA,ESPECIALIZAÇÃO,UAB,30
400,MA,CAXIAS,CAXIAS - CENTRO,AA,22,MA,UEMA,Universidade,ENSINO DE GENETICA,ESPECIALIZAÇÃO,UAB,30
470,MA,FORTALEZA DOS NOGUEIRAS,FORTALEZA DOS NOGUEIRAS - NOVA FORTALEZA,AA,22,MA,UEMA,Universidade,ENSINO DE GENETICA,ESPECIALIZAÇÃO,UAB,30
677,MA,SANTA QUITERIA DO MARANHAO,SANTA QUITERIA DO MARANHAO - MUTIRAO,AA,22,MA,UEMA,Universidade,ENSINO DE GENETICA,ESPECIALIZAÇÃO,UAB,30
83,MA,IMPERATRIZ,IMPERATRIZ - PRACA UNIAO,AA,22,MA,UEMA,Universidade,ENSINO DE GENETICA,ESPECIALIZAÇÃO,UAB,30
414,MA,COELHO NETO,COELHO NETO - CENTRO,AA,22,MA,UEMA,Universidade,ENSINO DE GENETICA,ESPECIALIZAÇÃO,UAB,30
733,MA,TIMBIRAS,TIMBIRAS - CENTRO,AA,22,MA,UEMA,Universidade,ENSINO DE GENETICA,ESPECIALIZAÇÃO,UAB,30
84,MA,PORTO FRANCO,PORTO FRANCO - VILA SAO FRANCISCO,AA,22,MA,UEMA,Universidade,ENSINO DE GENETICA,ESPECIALIZAÇÃO,UAB,30
448,MA,DOM PEDRO,DOM PEDRO - CENTRO,AA,22,MA,UEMA,Universidade,ENSINO DE GENETICA,ESPECIALIZAÇÃO,UAB,30
393,MA,CAROLINA,CAROLINA - SETOR UNIVERSITARIO,AA,22,MA,UEMA,Universidade,ENSINO DE GENETICA,ESPECIALIZAÇÃO,UAB,30
669,MA,SANTA INES,SANTA INES - SABBAK,AA,22,MA,UEMA,Universidade,ENSINO DE GENETICA,ESPECIALIZAÇÃO,UAB,30
393,MA,CAROLINA,CAROLINA - SETOR UNIVERSITARIO,AA,22,MA,UEMA,Universidade,GESTAO EM SAUDE,ESPECIALIZAÇÃO,PNAP,35
669,MA,SANTA INES,SANTA INES - SABBAK,AA,22,MA,UEMA,Universidade,GESTAO EM SAUDE,ESPECIALIZAÇÃO,PNAP,30
696,MA,SAO JOAO DOS PATOS,SAO JOAO DOS PATOS - SAO RAIMUNDO,AA,22,MA,UEMA,Universidade,GESTAO EM SAUDE,ESPECIALIZAÇÃO,PNAP,45
780,MA,SAO LUIS,SAO LUIS - JARDIM RENASCENCA,AA,22,MA,UEMA,Universidade,GESTAO EM SAUDE,ESPECIALIZAÇÃO,PNAP,100
780,MA,SAO LUIS,SAO LUIS - JARDIM RENASCENCA,AA,22,MA,UEMA,Universidade,GESTAO PUBLICA MUNICIPAL,ESPECIALIZAÇÃO,PNAP,100
669,MA,SANTA INES,SANTA INES - SABBAK,AA,22,MA,UEMA,Universidade,GESTAO PUBLICA MUNICIPAL,ESPECIALIZAÇÃO,PNAP,25
90,MG,BURITIS,BURITIS - VEREDAS,AA,107,MG,UEMG,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,35
94,MG,CORINTO,CORINTO - CLARINDO DE PAIVA,AA,107,MG,UEMG,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,34
502,MG,IPANEMA,IPANEMA - CENTRO,AA,107,MG,UEMG,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,41
925,MG,NANUQUE,NANUQUE - ROMILDA RUAS,AA,107,MG,UEMG,Universidade,PEDAGOGIA,LICENCIATURA,UAB,35
948,MG,TAIOBEIRAS,TAIOBEIRAS - NOSSA SENHORA DE FATIMA,AA,107,MG,UEMG,Universidade,PEDAGOGIA,LICENCIATURA,UAB,43
909,MG,UBA,UBA - TRIANGULO,AA,107,MG,UEMG,Universidade,PEDAGOGIA,LICENCIATURA,UAB,40
945,MG,FRUTAL,FRUTAL - UNIVERSITARIO,AA,107,MG,UEMG,Universidade,PEDAGOGIA,LICENCIATURA,UAB,38
112,MS,AGUA CLARA,AGUA CLARA - JARDIM DAS PALMEIRAS,AA,23,MS,UEMS,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,54
371,MS,CAMAPUA,CAMAPUA - VILA DIAMANTINA,AA,23,MS,UEMS,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,40
579,MS,MIRANDA,MIRANDA - COAHB,AA,23,MS,UEMS,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,61
112,MS,AGUA CLARA,AGUA CLARA - JARDIM DAS PALMEIRAS,AA,23,MS,UEMS,Universidade,GESTAO EM SAUDE,ESPECIALIZAÇÃO,PNAP,47
371,MS,CAMAPUA,CAMAPUA - VILA DIAMANTINA,AA,23,MS,UEMS,Universidade,GESTAO EM SAUDE,ESPECIALIZAÇÃO,PNAP,35
579,MS,MIRANDA,MIRANDA - COAHB,AA,23,MS,UEMS,Universidade,GESTAO EM SAUDE,ESPECIALIZAÇÃO,PNAP,52
112,MS,AGUA CLARA,AGUA CLARA - JARDIM DAS PALMEIRAS,AA,23,MS,UEMS,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,40
336,MS,BATAGUASSU,BATAGUASSU - JARDIM SANTA MARIA,AA,23,MS,UEMS,Universidade,EDUCACAO ESPECIAL,ESPECIALIZAÇÃO,UAB,34
114,MS,SAO GABRIEL DO OESTE,SAO GABRIEL DO OESTE - ZONA RURAL,AA,23,MS,UEMS,Universidade,EDUCACAO ESPECIAL,ESPECIALIZAÇÃO,UAB,33
579,MS,MIRANDA,MIRANDA - COAHB,AA,23,MS,UEMS,Universidade,EDUCACAO ESPECIAL,ESPECIALIZAÇÃO,UAB,64
339,MS,BELA VISTA,BELA VISTA - COSTA E SILVA,AA,23,MS,UEMS,Universidade,EDUCACAO ESPECIAL,ESPECIALIZAÇÃO,UAB,56
371,MS,CAMAPUA,CAMAPUA - VILA DIAMANTINA,AA,23,MS,UEMS,Universidade,EDUCACAO ESPECIAL,ESPECIALIZAÇÃO,UAB,47
371,MS,CAMAPUA,CAMAPUA - VILA DIAMANTINA,AA,23,MS,UEMS,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,76
339,MS,BELA VISTA,BELA VISTA - COSTA E SILVA,AA,23,MS,UEMS,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,51
579,MS,MIRANDA,MIRANDA - COAHB,AA,23,MS,UEMS,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,59
184,RJ,ITAOCARA,ITAOCARA - CENTRO,AA,24,RJ,UENF,Universidade,CIENCIAS BIOLOGICAS,LICENCIATURA,UAB,3
185,RJ,ITAPERUNA,ITAPERUNA - PRESIDENTE COSTA E SILVA,AA,24,RJ,UENF,Universidade,CIENCIAS BIOLOGICAS,LICENCIATURA,UAB,15
186,RJ,MACAE,MACAE - IMBOACICA,AA,24,RJ,UENF,Universidade,CIENCIAS BIOLOGICAS,LICENCIATURA,UAB,8
191,RJ,PETROPOLIS,PETROPOLIS - QUITANDINHA,AA,24,RJ,UENF,Universidade,CIENCIAS BIOLOGICAS,LICENCIATURA,UAB,15
198,RJ,SAO FIDELIS,SAO FIDELIS - DIRLEY PERLINGEIRO DE ABREU,AA,24,RJ,UENF,Universidade,CIENCIAS BIOLOGICAS,LICENCIATURA,UAB,3
199,RJ,SAO FRANCISCO DE ITABAPOANA,SAO FRANCISCO DE ITABAPOANA - CENTRO,AA,24,RJ,UENF,Universidade,CIENCIAS BIOLOGICAS,LICENCIATURA,UAB,3
181,RJ,BOM JESUS DO ITABAPOANA,BOM JESUS DO ITABAPOANA - CENTRO,AA,24,RJ,UENF,Universidade,CIENCIAS BIOLOGICAS,LICENCIATURA,UAB,6
181,RJ,BOM JESUS DO ITABAPOANA,BOM JESUS DO ITABAPOANA - CENTRO,AA,24,RJ,UENF,Universidade,CIENCIAS BIOLOGICAS,LICENCIATURA,UAB,1
184,RJ,ITAOCARA,ITAOCARA - CENTRO,AA,24,RJ,UENF,Universidade,CIENCIAS BIOLOGICAS,LICENCIATURA,UAB,7
185,RJ,ITAPERUNA,ITAPERUNA - PRESIDENTE COSTA E SILVA,AA,24,RJ,UENF,Universidade,CIENCIAS BIOLOGICAS,LICENCIATURA,UAB,7
186,RJ,MACAE,MACAE - IMBOACICA,AA,24,RJ,UENF,Universidade,CIENCIAS BIOLOGICAS,LICENCIATURA,UAB,14
191,RJ,PETROPOLIS,PETROPOLIS - QUITANDINHA,AA,24,RJ,UENF,Universidade,CIENCIAS BIOLOGICAS,LICENCIATURA,UAB,29
