id_polo,sg_uf_polo,no_municipio_polo,nome_polo,polo_conceito,id_ies,ies_uf,sg_ies,ies_organizacao_academica,no_curso,tipo_curso,no_chamada_curso,qt_alunos_ativo
204,RJ,TRES RIOS,TRES RIOS - CENTRO,AA,12,RJ,CEFET-RJ,IFET,EDUCACAO TECNOLOGICA,ESPECIALIZAÇÃO,UAB,19
187,RJ,MIGUEL PEREIRA,MIGUEL PEREIRA - GOVERNADOR PORTELA,AA,12,RJ,CEFET-RJ,IFET,EDUCACAO TECNOLOGICA,ESPECIALIZAÇÃO,UAB,23
189,RJ,NOVA FRIBURGO,NOVA FRIBURGO - OLARIA,AA,12,RJ,CEFET-RJ,IFET,EDUCACAO TECNOLOGICA,ESPECIALIZAÇÃO,UAB,53
196,RJ,RIO DE JANEIRO,RIO DE JANEIRO - CAMPO GRANDE,AA,12,RJ,CEFET-RJ,IFET,EDUCACAO TECNOLOGICA,ESPECIALIZAÇÃO,UAB,72
190,RJ,PARACAMBI,PARACAMBI - FABRICA,AA,12,RJ,CEFET-RJ,IFET,EDUCACAO TECNOLOGICA,ESPECIALIZAÇÃO,UAB,28
861,RJ,NITEROI,NITEROI - FONSECA,AA,12,RJ,CEFET-RJ,IFET,EDUCACAO TECNOLOGICA,ESPECIALIZAÇÃO,UAB,34
200,RJ,SAO GONCALO,SAO GONCALO - GRADIM,AA,12,RJ,CEFET-RJ,IFET,EDUCACAO TECNOLOGICA,ESPECIALIZAÇÃO,UAB,28
194,RJ,RESENDE,RESENDE - CENTRO,AA,12,RJ,CEFET-RJ,IFET,EDUCACAO TECNOLOGICA,ESPECIALIZAÇÃO,UAB,17
114,MS,SAO GABRIEL DO OESTE,SAO GABRIEL DO OESTE - ZONA RURAL,AA,17,RJ,FIOCRUZ,Fundação,ATIVACAO DE PROCESSOS DE MUDANCAS NA FORMACAO,ESPECIALIZAÇÃO,UAB,6
498,BA,ILHEUS,ILHEUS - MALHADO,AA,17,RJ,FIOCRUZ,Fundação,ATIVACAO DE PROCESSOS DE MUDANCAS NA FORMACAO,ESPECIALIZAÇÃO,UAB,12
599,RS,NOVO HAMBURGO,NOVO HAMBURGO - CENTRO,AA,17,RJ,FIOCRUZ,Fundação,ATIVACAO DE PROCESSOS DE MUDANCAS NA FORMACAO,ESPECIALIZAÇÃO,UAB,25
305,PR,APUCARANA,APUCARANA - CENTRO,AA,17,RJ,FIOCRUZ,Fundação,ATIVACAO DE PROCESSOS DE MUDANCAS NA FORMACAO,ESPECIALIZAÇÃO,UAB,18
471,SP,FRANCA,FRANCA - CENTRO,AA,17,RJ,FIOCRUZ,Fundação,ATIVACAO DE PROCESSOS DE MUDANCAS NA FORMACAO,ESPECIALIZAÇÃO,UAB,21
276,SP,GUARULHOS,GUARULHOS - MACEDO,AA,17,RJ,FIOCRUZ,Fundação,ATIVACAO DE PROCESSOS DE MUDANCAS NA FORMACAO,ESPECIALIZAÇÃO,UAB,15
466,SC,FLORIANOPOLIS,FLORIANOPOLIS - CENTRO,AA,17,RJ,FIOCRUZ,Fundação,ATIVACAO DE PROCESSOS DE MUDANCAS NA FORMACAO,ESPECIALIZAÇÃO,UAB,15
290,TO,PALMAS,PALMAS - PLANO DIRETOR NORTE,AA,17,RJ,FIOCRUZ,Fundação,ATIVACAO DE PROCESSOS DE MUDANCAS NA FORMACAO,ESPECIALIZAÇÃO,UAB,11
950,MG,MONTES CLAROS,MONTES CLAROS - JK,AA,17,RJ,FIOCRUZ,Fundação,ATIVACAO DE PROCESSOS DE MUDANCAS NA FORMACAO,ESPECIALIZAÇÃO,UAB,12
248,RS,SANTA VITORIA DO PALMAR,SANTA VITORIA DO PALMAR - CENTRO,AA,19,RS,FURG,Universidade,PEDAGOGIA,LICENCIATURA,UAB,23
251,RS,SANTO ANTONIO DA PATRULHA,SANTO ANTONIO DA PATRULHA - CIDADE ALTA,AA,19,RS,FURG,Universidade,PEDAGOGIA,LICENCIATURA,UAB,34
254,RS,SAO JOSE DO NORTE,SAO JOSE DO NORTE - GUARIDA,AA,19,RS,FURG,Universidade,PEDAGOGIA,LICENCIATURA,UAB,5
255,RS,SAO LOURENCO DO SUL,SAO LOURENCO DO SUL - AVENIDA,AA,19,RS,FURG,Universidade,PEDAGOGIA,LICENCIATURA,UAB,15
255,RS,SAO LOURENCO DO SUL,SAO LOURENCO DO SUL - AVENIDA,AA,19,RS,FURG,Universidade,ADMINISTRACAO,BACHARELADO,UAB,6
251,RS,SANTO ANTONIO DA PATRULHA,SANTO ANTONIO DA PATRULHA - CIDADE ALTA,AA,19,RS,FURG,Universidade,ADMINISTRACAO,BACHARELADO,UAB,15
248,RS,SANTA VITORIA DO PALMAR,SANTA VITORIA DO PALMAR - CENTRO,AA,19,RS,FURG,Universidade,ADMINISTRACAO,BACHARELADO,UAB,5
711,RS,SAPIRANGA,SAPIRANGA - CENTRO,AA,19,RS,FURG,Universidade,ADMINISTRACAO,BACHARELADO,UAB,15
244,RS,MOSTARDAS,MOSTARDAS - VILA NORTE,FR,19,RS,FURG,Universidade,CIENCIAS,LICENCIATURA,UAB,20
248,RS,SANTA VITORIA DO PALMAR,SANTA VITORIA DO PALMAR - CENTRO,AA,19,RS,FURG,Universidade,CIENCIAS,LICENCIATURA,UAB,17
251,RS,SANTO ANTONIO DA PATRULHA,SANTO ANTONIO DA PATRULHA - CIDADE ALTA,AA,19,RS,FURG,Universidade,CIENCIAS,LICENCIATURA,UAB,13
255,RS,SAO LOURENCO DO SUL,SAO LOURENCO DO SUL - AVENIDA,AA,19,RS,FURG,Universidade,CIENCIAS,LICENCIATURA,UAB,11
233,RS,CACHOEIRA DO SUL,CACHOEIRA DO SUL - CENTRO,AA,19,RS,FURG,Universidade,CIENCIAS,LICENCIATURA,UAB,12
599,RS,NOVO HAMBURGO,NOVO HAMBURGO - CENTRO,AA,19,RS,FURG,Universidade,APLICACOES PARA A WEB,ESPECIALIZAÇÃO,UAB,20
1000,RS,SANTA MARIA,SANTA MARIA - CAMOBI,AA,19,RS,FURG,Universidade,APLICACOES PARA A WEB,ESPECIALIZAÇÃO,UAB,18
711,RS,SAPIRANGA,SAPIRANGA - CENTRO,AA,19,RS,FURG,Universidade,APLICACOES PARA A WEB,ESPECIALIZAÇÃO,UAB,7
233,RS,CACHOEIRA DO SUL,CACHOEIRA DO SUL - CENTRO,AA,19,RS,FURG,Universidade,APLICACOES PARA A WEB,ESPECIALIZAÇÃO,UAB,10
245,RS,PICADA CAFE,PICADA CAFE - CENTRO,AA,19,RS,FURG,Universidade,APLICACOES PARA A WEB,ESPECIALIZAÇÃO,UAB,4
251,RS,SANTO ANTONIO DA PATRULHA,SANTO ANTONIO DA PATRULHA - CIDADE ALTA,AA,19,RS,FURG,Universidade,PEDAGOGIA,LICENCIATURA,UAB,33
255,RS,SAO LOURENCO DO SUL,SAO LOURENCO DO SUL - AVENIDA,AA,19,RS,FURG,Universidade,PEDAGOGIA,LICENCIATURA,UAB,33
248,RS,SANTA VITORIA DO PALMAR,SANTA VITORIA DO PALMAR - CENTRO,AA,19,RS,FURG,Universidade,PEDAGOGIA,LICENCIATURA,UAB,37
245,RS,PICADA CAFE,PICADA CAFE - CENTRO,AA,19,RS,FURG,Universidade,ADMINISTRACAO,BACHARELADO,UAB,12
999,RS,SARANDI,SARANDI - SANTA GEMA,AA,19,RS,FURG,Universidade,PEDAGOGIA,LICENCIATURA,UAB,22
248,RS,SANTA VITORIA DO PALMAR,SANTA VITORIA DO PALMAR - CENTRO,AA,19,RS,FURG,Universidade,LETRAS PORTUGUES - ESPANHOL,LICENCIATURA,UAB,24
999,RS,SARANDI,SARANDI - SANTA GEMA,AA,19,RS,FURG,Universidade,LETRAS PORTUGUES - ESPANHOL,LICENCIATURA,UAB,14
245,RS,PICADA CAFE,PICADA CAFE - CENTRO,AA,19,RS,FURG,Universidade,LETRAS PORTUGUES - ESPANHOL,LICENCIATURA,UAB,19
251,RS,SANTO ANTONIO DA PATRULHA,SANTO ANTONIO DA PATRULHA - CIDADE ALTA,AA,19,RS,FURG,Universidade,LETRAS PORTUGUES - ESPANHOL,LICENCIATURA,UAB,16
251,RS,SANTO ANTONIO DA PATRULHA,SANTO ANTONIO DA PATRULHA - CIDADE ALTA,AA,19,RS,FURG,Universidade,APLICACOES PARA A WEB,ESPECIALIZAÇÃO,UAB,13
251,RS,SANTO ANTONIO DA PATRULHA,SANTO ANTONIO DA PATRULHA - CIDADE ALTA,AA,19,RS,FURG,Universidade,ENSINO DE SOCIOLOGIA NO ENSINO MEDIO,ESPECIALIZAÇÃO,UAB,24
711,RS,SAPIRANGA,SAPIRANGA - CENTRO,AA,19,RS,FURG,Universidade,ENSINO DE SOCIOLOGIA NO ENSINO MEDIO,ESPECIALIZAÇÃO,UAB,16
248,RS,SANTA VITORIA DO PALMAR,SANTA VITORIA DO PALMAR - CENTRO,AA,19,RS,FURG,Universidade,ENSINO DE SOCIOLOGIA NO ENSINO MEDIO,ESPECIALIZAÇÃO,UAB,10
530,RS,JAGUARAO,JAGUARAO - CENTRO,AA,19,RS,FURG,Universidade,TECNOLOGIAS DA INFORMACAO E COMUNICACAO NA EDUCACAO,ESPECIALIZAÇÃO,UAB,26
245,RS,PICADA CAFE,PICADA CAFE - CENTRO,AA,19,RS,FURG,Universidade,TECNOLOGIAS DA INFORMACAO E COMUNICACAO NA EDUCACAO,ESPECIALIZAÇÃO,UAB,26
242,RS,JACUIZINHO,JACUIZINHO - CENTRO,AA,19,RS,FURG,Universidade,TECNOLOGIAS DA INFORMACAO E COMUNICACAO NA EDUCACAO,ESPECIALIZAÇÃO,UAB,14
711,RS,SAPIRANGA,SAPIRANGA - CENTRO,AA,19,RS,FURG,Universidade,TECNOLOGIAS DA INFORMACAO E COMUNICACAO NA EDUCACAO,ESPECIALIZAÇÃO,UAB,24
233,RS,CACHOEIRA DO SUL,CACHOEIRA DO SUL - CENTRO,AA,19,RS,FURG,Universidade,TECNOLOGIAS DA INFORMACAO E COMUNICACAO NA EDUCACAO,ESPECIALIZAÇÃO,UAB,25
251,RS,SANTO ANTONIO DA PATRULHA,SANTO ANTONIO DA PATRULHA - CIDADE ALTA,AA,19,RS,FURG,Universidade,TECNOLOGIAS DA INFORMACAO E COMUNICACAO NA EDUCACAO,ESPECIALIZAÇÃO,UAB,15
252,RS,SAO FRANCISCO DE PAULA,SAO FRANCISCO DE PAULA - CENTRO,AA,19,RS,FURG,Universidade,HISTORIA,LICENCIATURA,UAB,24
251,RS,SANTO ANTONIO DA PATRULHA,SANTO ANTONIO DA PATRULHA - CIDADE ALTA,AA,19,RS,FURG,Universidade,HISTORIA,LICENCIATURA,UAB,30
255,RS,SAO LOURENCO DO SUL,SAO LOURENCO DO SUL - AVENIDA,AA,19,RS,FURG,Universidade,HISTORIA,LICENCIATURA,UAB,30
599,RS,NOVO HAMBURGO,NOVO HAMBURGO - CENTRO,AA,19,RS,FURG,Universidade,HISTORIA,LICENCIATURA,UAB,32
233,RS,CACHOEIRA DO SUL,CACHOEIRA DO SUL - CENTRO,AA,19,RS,FURG,Universidade,HISTORIA,LICENCIATURA,UAB,31
711,RS,SAPIRANGA,SAPIRANGA - CENTRO,AA,19,RS,FURG,Universidade,HISTORIA,LICENCIATURA,UAB,34
230,RS,AGUDO,AGUDO - CENTRO,AA,19,RS,FURG,Universidade,MIDIAS NA EDUCACAO,ESPECIALIZAÇÃO,UAB,17
251,RS,SANTO ANTONIO DA PATRULHA,SANTO ANTONIO DA PATRULHA - CIDADE ALTA,AA,19,RS,FURG,Universidade,MIDIAS NA EDUCACAO,ESPECIALIZAÇÃO,UAB,12
255,RS,SAO LOURENCO DO SUL,SAO LOURENCO DO SUL - AVENIDA,AA,19,RS,FURG,Universidade,MIDIAS NA EDUCACAO,ESPECIALIZAÇÃO,UAB,20
257,RS,SOBRADINHO,SOBRADINHO - VERA CRUZ,AA,19,RS,FURG,Universidade,MIDIAS NA EDUCACAO,ESPECIALIZAÇÃO,UAB,22
1080,RS,ESTEIO,ESTEIO - PARQUE AMADOR,AA,19,RS,FURG,Universidade,ENSINO DE SOCIOLOGIA NO ENSINO MEDIO,ESPECIALIZAÇÃO,UAB,18
1080,RS,ESTEIO,ESTEIO - PARQUE AMADOR,AA,19,RS,FURG,Universidade,MIDIAS NA EDUCACAO,ESPECIALIZAÇÃO,UAB,21
87,MG,ARAGUARI,ARAGUARI - FATIMA,AA,108,MG,IF - Triangulo,IFET,COMPUTACAO,LICENCIATURA,UAB,27
103,MG,JANUARIA,JANUARIA - VILA FATIMA,AA,108,MG,IF - Triangulo,IFET,COMPUTACAO,LICENCIATURA,UAB,23
111,MG,UBERABA,UBERABA - BOA VISTA,AA,108,MG,IF - Triangulo,IFET,COMPUTACAO,LICENCIATURA,UAB,11
742,MG,UBERLANDIA,UBERLANDIA - BRASIL,AA,108,MG,IF - Triangulo,IFET,COMPUTACAO,LICENCIATURA,UAB,19
111,MG,UBERABA,UBERABA - BOA VISTA,AA,108,MG,IF - Triangulo,IFET,MATEMATICA,LICENCIATURA,UAB,21
742,MG,UBERLANDIA,UBERLANDIA - BRASIL,AA,108,MG,IF - Triangulo,IFET,MATEMATICA,LICENCIATURA,UAB,12
533,MG,JANAUBA,JANAUBA - VEREDAS,FR,108,MG,IF - Triangulo,IFET,COMPUTACAO,LICENCIATURA,UAB,29
533,MG,JANAUBA,JANAUBA - VEREDAS,FR,108,MG,IF - Triangulo,IFET,MATEMATICA,LICENCIATURA,UAB,25
87,MG,ARAGUARI,ARAGUARI - FATIMA,AA,108,MG,IF - Triangulo,IFET,COMPUTACAO,LICENCIATURA,UAB,31
95,MG,COROMANDEL,COROMANDEL - SAO DOMINGOS,AA,108,MG,IF - Triangulo,IFET,COMPUTACAO,LICENCIATURA,UAB,24
105,MG,LAGAMAR,LAGAMAR - CENTRO,AA,108,MG,IF - Triangulo,IFET,COMPUTACAO,LICENCIATURA,UAB,30
946,MG,ITUIUTABA,ITUIUTABA - CENTRO,AA,108,MG,IF - Triangulo,IFET,COMPUTACAO,LICENCIATURA,UAB,42
111,MG,UBERABA,UBERABA - BOA VISTA,AA,108,MG,IF - Triangulo,IFET,COMPUTACAO,LICENCIATURA,UAB,34
87,MG,ARAGUARI,ARAGUARI - FATIMA,AA,108,MG,IF - Triangulo,IFET,LETRAS PORTUGUES,LICENCIATURA,UAB,24
95,MG,COROMANDEL,COROMANDEL - SAO DOMINGOS,AA,108,MG,IF - Triangulo,IFET,LETRAS PORTUGUES,LICENCIATURA,UAB,27
315,MG,ARAXA,ARAXA - SANTA RITA,AA,108,MG,IF - Triangulo,IFET,LETRAS PORTUGUES,LICENCIATURA,UAB,34
946,MG,ITUIUTABA,ITUIUTABA - CENTRO,AA,108,MG,IF - Triangulo,IFET,LETRAS PORTUGUES,LICENCIATURA,UAB,36
111,MG,UBERABA,UBERABA - BOA VISTA,AA,108,MG,IF - Triangulo,IFET,LETRAS PORTUGUES,LICENCIATURA,UAB,38
1033,SP,SAO PAULO,SAO PAULO - JARDIM MORENO,AA,108,MG,IF - Triangulo,IFET,LETRAS PORTUGUES,LICENCIATURA,UAB,50
1026,SP,SAO PAULO,SAO PAULO - JARDIM PAULISTANO (ZONA NORTE),AA,108,MG,IF - Triangulo,IFET,LETRAS PORTUGUES,LICENCIATURA,UAB,50
1020,SP,SAO PAULO,SAO PAULO - SAO JOAO CLIMACO,AA,108,MG,IF - Triangulo,IFET,LETRAS PORTUGUES,LICENCIATURA,UAB,45
1030,SP,SAO PAULO,SAO PAULO - JARDIM SAO CARLOS (ZONA LESTE),AA,108,MG,IF - Triangulo,IFET,LETRAS PORTUGUES,LICENCIATURA,UAB,52
1033,SP,SAO PAULO,SAO PAULO - JARDIM MORENO,AA,108,MG,IF - Triangulo,IFET,MATEMATICA,LICENCIATURA,UAB,50
1026,SP,SAO PAULO,SAO PAULO - JARDIM PAULISTANO (ZONA NORTE),AA,108,MG,IF - Triangulo,IFET,MATEMATICA,LICENCIATURA,UAB,39
1020,SP,SAO PAULO,SAO PAULO - SAO JOAO CLIMACO,AA,108,MG,IF - Triangulo,IFET,MATEMATICA,LICENCIATURA,UAB,26
10,AL,MARAGOGI,MARAGOGI - CENTRO,AA,1,AL,IFAL,IFET,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,37
10,AL,MARAGOGI,MARAGOGI - CENTRO,AA,1,AL,IFAL,IFET,LETRAS PORTUGUES,LICENCIATURA,UAB,36
10,AL,MARAGOGI,MARAGOGI - CENTRO,AA,1,AL,IFAL,IFET,BIOLOGIA,LICENCIATURA,UAB,28
819,AL,MACEIO,MACEIO - POCO,AA,1,AL,IFAL,IFET,LETRAS PORTUGUES,LICENCIATURA,UAB,21
953,AL,PALMEIRA DOS INDIOS,PALMEIRA DOS INDIOS - PALMEIRA DE FORA,AA,1,AL,IFAL,IFET,LETRAS PORTUGUES,LICENCIATURA,UAB,30
12,AL,SANTANA DO IPANEMA,SANTANA DO IPANEMA - NOVO CENTRO COMERCIAL,NA,1,AL,IFAL,IFET,LETRAS PORTUGUES,LICENCIATURA,UAB,39
819,AL,MACEIO,MACEIO - POCO,AA,1,AL,IFAL,IFET,BIOLOGIA,LICENCIATURA,UAB,23
953,AL,PALMEIRA DOS INDIOS,PALMEIRA DOS INDIOS - PALMEIRA DE FORA,AA,1,AL,IFAL,IFET,BIOLOGIA,LICENCIATURA,UAB,26
10,AL,MARAGOGI,MARAGOGI - CENTRO,AA,1,AL,IFAL,IFET,BIOLOGIA,LICENCIATURA,UAB,30
10,AL,MARAGOGI,MARAGOGI - CENTRO,AA,1,AL,IFAL,IFET,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,32
820,AL,ARAPIRACA,ARAPIRACA - BOM SUCESSO,AA,1,AL,IFAL,IFET,BIOLOGIA,LICENCIATURA,UAB,24
820,AL,ARAPIRACA,ARAPIRACA - BOM SUCESSO,AA,1,AL,IFAL,IFET,LETRAS PORTUGUES,LICENCIATURA,UAB,42
859,AL,PENEDO,PENEDO - CONSTATINO ,FR,1,AL,IFAL,IFET,BIOLOGIA,LICENCIATURA,UAB,27
859,AL,PENEDO,PENEDO - CONSTATINO ,FR,1,AL,IFAL,IFET,LETRAS PORTUGUES,LICENCIATURA,UAB,38
953,AL,PALMEIRA DOS INDIOS,PALMEIRA DOS INDIOS - PALMEIRA DE FORA,AA,1,AL,IFAL,IFET,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,34
12,AL,SANTANA DO IPANEMA,SANTANA DO IPANEMA - NOVO CENTRO COMERCIAL,NA,1,AL,IFAL,IFET,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,37
819,AL,MACEIO,MACEIO - POCO,AA,1,AL,IFAL,IFET,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,32
819,AL,MACEIO,MACEIO - POCO,AA,1,AL,IFAL,IFET,BIOLOGIA,LICENCIATURA,UAB,28
820,AL,ARAPIRACA,ARAPIRACA - BOM SUCESSO,AA,1,AL,IFAL,IFET,BIOLOGIA,LICENCIATURA,UAB,34
953,AL,PALMEIRA DOS INDIOS,PALMEIRA DOS INDIOS - PALMEIRA DE FORA,AA,1,AL,IFAL,IFET,BIOLOGIA,LICENCIATURA,UAB,32
10,AL,MARAGOGI,MARAGOGI - CENTRO,AA,1,AL,IFAL,IFET,BIOLOGIA,LICENCIATURA,UAB,34
819,AL,MACEIO,MACEIO - POCO,AA,1,AL,IFAL,IFET,LETRAS PORTUGUES,LICENCIATURA,UAB,46
12,AL,SANTANA DO IPANEMA,SANTANA DO IPANEMA - NOVO CENTRO COMERCIAL,NA,1,AL,IFAL,IFET,LETRAS PORTUGUES,LICENCIATURA,UAB,37
820,AL,ARAPIRACA,ARAPIRACA - BOM SUCESSO,AA,1,AL,IFAL,IFET,LETRAS PORTUGUES,LICENCIATURA,UAB,45
10,AL,MARAGOGI,MARAGOGI - CENTRO,AA,1,AL,IFAL,IFET,LETRAS PORTUGUES,LICENCIATURA,UAB,42
953,AL,PALMEIRA DOS INDIOS,PALMEIRA DOS INDIOS - PALMEIRA DE FORA,AA,1,AL,IFAL,IFET,LETRAS PORTUGUES,LICENCIATURA,UAB,49
820,AL,ARAPIRACA,ARAPIRACA - BOM SUCESSO,AA,1,AL,IFAL,IFET,HOTELARIA,TECNOLOGO,UAB,42
10,AL,MARAGOGI,MARAGOGI - CENTRO,AA,1,AL,IFAL,IFET,HOTELARIA,TECNOLOGO,UAB,42
30,BA,MATA DE SAO JOAO,MATA DE SAO JOAO - CENTRO,AA,1,AL,IFAL,IFET,HOTELARIA,TECNOLOGO,UAB,44
30,BA,MATA DE SAO JOAO,MATA DE SAO JOAO - CENTRO,AA,1,AL,IFAL,IFET,HOTELARIA,TECNOLOGO,UAB,22
762,BA,VITORIA DA CONQUISTA,VITORIA DA CONQUISTA - RECREIO,AA,1,AL,IFAL,IFET,HOTELARIA,TECNOLOGO,UAB,30
498,BA,ILHEUS,ILHEUS - MALHADO,AA,1,AL,IFAL,IFET,HOTELARIA,TECNOLOGO,UAB,43
10,AL,MARAGOGI,MARAGOGI - CENTRO,AA,1,AL,IFAL,IFET,HOTELARIA,TECNOLOGO,UAB,32
820,AL,ARAPIRACA,ARAPIRACA - BOM SUCESSO,AA,1,AL,IFAL,IFET,HOTELARIA,TECNOLOGO,UAB,33
953,AL,PALMEIRA DOS INDIOS,PALMEIRA DOS INDIOS - PALMEIRA DE FORA,AA,1,AL,IFAL,IFET,GESTAO PUBLICA MUNICIPAL,ESPECIALIZAÇÃO,PNAP,39
10,AL,MARAGOGI,MARAGOGI - CENTRO,AA,1,AL,IFAL,IFET,GESTAO PUBLICA MUNICIPAL,ESPECIALIZAÇÃO,PNAP,36
10,AL,MARAGOGI,MARAGOGI - CENTRO,AA,1,AL,IFAL,IFET,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,47
819,AL,MACEIO,MACEIO - POCO,AA,1,AL,IFAL,IFET,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,47
698,AL,SAO JOSE DA LAJE,SAO JOSE DA LAJE - NOVO CENTRO COMERCIAL,AA,1,AL,IFAL,IFET,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,48
10,AL,MARAGOGI,MARAGOGI - CENTRO,AA,1,AL,IFAL,IFET,LETRAS PORTUGUES,LICENCIATURA,UAB,42
698,AL,SAO JOSE DA LAJE,SAO JOSE DA LAJE - NOVO CENTRO COMERCIAL,AA,1,AL,IFAL,IFET,LETRAS PORTUGUES,LICENCIATURA,UAB,44
820,AL,ARAPIRACA,ARAPIRACA - BOM SUCESSO,AA,1,AL,IFAL,IFET,LETRAS PORTUGUES,LICENCIATURA,UAB,48
820,AL,ARAPIRACA,ARAPIRACA - BOM SUCESSO,AA,1,AL,IFAL,IFET,BIOLOGIA,LICENCIATURA,UAB,31
819,AL,MACEIO,MACEIO - POCO,AA,1,AL,IFAL,IFET,BIOLOGIA,LICENCIATURA,UAB,29
10,AL,MARAGOGI,MARAGOGI - CENTRO,AA,1,AL,IFAL,IFET,BIOLOGIA,LICENCIATURA,UAB,32
217,RR,BOA VISTA,BOA VISTA - PRICUMA,AA,105,AM,IFAM,IFET,FILOSOFIA DA EDUCACAO,ESPECIALIZAÇÃO,UAB,35
729,AM,TEFE,TEFE - JURUA,AA,105,AM,IFAM,IFET,FILOSOFIA DA EDUCACAO,ESPECIALIZAÇÃO,UAB,30
220,RR,CARACARAI,CARACARAI - CENTRO,AA,105,AM,IFAM,IFET,FILOSOFIA DA EDUCACAO,ESPECIALIZAÇÃO,UAB,28
729,AM,TEFE,TEFE - JURUA,AA,105,AM,IFAM,IFET,EDUCACAO MUSICAL,ESPECIALIZAÇÃO,UAB,31
217,RR,BOA VISTA,BOA VISTA - PRICUMA,AA,105,AM,IFAM,IFET,EDUCACAO MUSICAL,ESPECIALIZAÇÃO,UAB,31
220,RR,CARACARAI,CARACARAI - CENTRO,AA,105,AM,IFAM,IFET,INFORMATICA NA EDUCACAO,ESPECIALIZAÇÃO,UAB,36
729,AM,TEFE,TEFE - JURUA,AA,105,AM,IFAM,IFET,INFORMATICA NA EDUCACAO,ESPECIALIZAÇÃO,UAB,31
217,RR,BOA VISTA,BOA VISTA - PRICUMA,AA,105,AM,IFAM,IFET,INFORMATICA NA EDUCACAO,ESPECIALIZAÇÃO,UAB,30
729,AM,TEFE,TEFE - JURUA,AA,105,AM,IFAM,IFET,GESTAO PUBLICA ,ESPECIALIZAÇÃO,PNAP,30
217,RR,BOA VISTA,BOA VISTA - PRICUMA,AA,105,AM,IFAM,IFET,"HISTORIA, CULTURA AFRICANA E AFROBRASILEIRA",ESPECIALIZAÇÃO,UAB,28
729,AM,TEFE,TEFE - JURUA,AA,105,AM,IFAM,IFET,"HISTORIA, CULTURA AFRICANA E AFROBRASILEIRA",ESPECIALIZAÇÃO,UAB,30
217,RR,BOA VISTA,BOA VISTA - PRICUMA,AA,105,AM,IFAM,IFET,FISICA,LICENCIATURA,UAB,37
47,CE,MERUOCA,MERUOCA - CENTRO,AA,3,CE,IFCE,IFET,MATEMATICA,LICENCIATURA,UAB,19
41,CE,CAMOCIM,CAMOCIM - CENTRO,AA,3,CE,IFCE,IFET,MATEMATICA,LICENCIATURA,UAB,22
50,CE,QUIXERAMOBIM,QUIXERAMOBIM - CENTRO,AA,3,CE,IFCE,IFET,MATEMATICA,LICENCIATURA,UAB,23
52,CE,SAO GONCALO DO AMARANTE,SAO GONCALO DO AMARANTE - LIBERDADE,FR,3,CE,IFCE,IFET,MATEMATICA,LICENCIATURA,UAB,12
53,CE,UBAJARA,UBAJARA - CENTRO,FR,3,CE,IFCE,IFET,MATEMATICA,LICENCIATURA,UAB,16
602,CE,OROS,OROS - CENTRO,AA,3,CE,IFCE,IFET,MATEMATICA,LICENCIATURA,UAB,13
42,CE,CAUCAIA,CAUCAIA - JUREMA,AA,3,CE,IFCE,IFET,TECNOLOGIA EM HOTELARIA,TECNOLOGO,UAB,19
520,CE,ITAPIPOCA,ITAPIPOCA - COQUEIRO,AA,3,CE,IFCE,IFET,TECNOLOGIA EM HOTELARIA,TECNOLOGO,UAB,34
47,CE,MERUOCA,MERUOCA - CENTRO,AA,3,CE,IFCE,IFET,TECNOLOGIA EM HOTELARIA,TECNOLOGO,UAB,32
532,CE,JAGUARIBE,JAGUARIBE - CENTRO,AA,3,CE,IFCE,IFET,TECNOLOGIA EM HOTELARIA,TECNOLOGO,UAB,25
728,CE,TAUA,TAUA - COLIBRIS,AA,3,CE,IFCE,IFET,TECNOLOGIA EM HOTELARIA,TECNOLOGO,UAB,28
50,CE,QUIXERAMOBIM,QUIXERAMOBIM - CENTRO,AA,3,CE,IFCE,IFET,TECNOLOGIA EM HOTELARIA,TECNOLOGO,UAB,33
43,CE,CAUCAIA,CAUCAIA - NOVO PABUSSU,AA,3,CE,IFCE,IFET,TECNOLOGIA EM HOTELARIA,TECNOLOGO,UAB,34
337,CE,BEBERIBE,BEBERIBE - CENTRO,AA,3,CE,IFCE,IFET,TECNOLOGIA EM HOTELARIA,TECNOLOGO,UAB,21
41,CE,CAMOCIM,CAMOCIM - CENTRO,AA,3,CE,IFCE,IFET,TECNOLOGIA EM HOTELARIA,TECNOLOGO,UAB,32
728,CE,TAUA,TAUA - COLIBRIS,AA,3,CE,IFCE,IFET,MATEMATICA,LICENCIATURA,UAB,40
47,CE,MERUOCA,MERUOCA - CENTRO,AA,3,CE,IFCE,IFET,MATEMATICA,LICENCIATURA,UAB,39
520,CE,ITAPIPOCA,ITAPIPOCA - COQUEIRO,AA,3,CE,IFCE,IFET,MATEMATICA,LICENCIATURA,UAB,26
41,CE,CAMOCIM,CAMOCIM - CENTRO,AA,3,CE,IFCE,IFET,MATEMATICA,LICENCIATURA,UAB,40
